Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Education level],[Reporting Type],[Sex]
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","578","Norway","2015","84.68","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","578","Norway","2015","97.97319","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","578","Norway","2015","97.55","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","604","Peru","2015","33.55789","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","604","Peru","2015","35.65","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","616","Poland","2015","96.17991","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","616","Poland","2015","95.45","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","616","Poland","2015","82.80602","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","620","Portugal","2015","76.05","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","620","Portugal","2015","97.37","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","620","Portugal","2015","97.17016","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","630","Puerto Rico","2015","27.40548","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","634","Qatar","2015","61.97","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","634","Qatar","2015","66.12","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","634","Qatar","2015","62.79","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","642","Romania","2015","59.96","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","642","Romania","2015","60.05357","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","643","Russian Federation","2015","81.59","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","643","Russian Federation","2015","98.32","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","643","Russian Federation","2015","81.06867","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","682","Saudi Arabia","2015","33.4","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","682","Saudi Arabia","2015","31.16","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","682","Saudi Arabia","2015","36.82","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","446","China, Macao Special Administrative Region","2015","91.92","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","458","Malaysia","2015","75.77875","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","458","Malaysia","2015","78.13","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","470","Malta","2015","72.47","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","484","Mexico","2015","43.35862","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","484","Mexico","2015","45.63","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","498","Republic of Moldova","2015","50.34","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","499","Montenegro","2015","48.32","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","499","Montenegro","2015","48.10564","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","504","Morocco","2015","40.66","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","504","Morocco","2015","40.55","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","504","Morocco","2015","40.72645","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","512","Oman","2015","60.83859","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","512","Oman","2015","52.04491","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","512","Oman","2015","65.72","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","528","Netherlands","2015","82.78","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","528","Netherlands","2015","98.81086","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","528","Netherlands","2015","98.79","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","554","New Zealand","2015","78.3672","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","554","New Zealand","2015","78.31","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","554","New Zealand","2015","83.6","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","562","Niger","2014","30.76","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","562","Niger","2014","6.04","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","562","Niger","2014","23.85","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","578","Norway","2015","81.21","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","578","Norway","2015","82.92348","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","578","Norway","2015","98.42","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","604","Peru","2015","31.43","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","616","Poland","2015","81.55","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","616","Poland","2015","84.02","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","616","Poland","2015","96.9","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","620","Portugal","2015","76.5","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","620","Portugal","2015","96.96","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","620","Portugal","2015","76.28051","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","630","Puerto Rico","2015","26.15","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","630","Puerto Rico","2015","28.66","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","634","Qatar","2015","65.87","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","634","Qatar","2015","64.06402","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","634","Qatar","2015","64.35917","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","642","Romania","2015","60.15","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","643","Russian Federation","2015","80.56","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","643","Russian Federation","2015","98.3","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","643","Russian Federation","2015","98.3086","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","682","Saudi Arabia","2015","34.05047","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","682","Saudi Arabia","2015","43.26762","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","682","Saudi Arabia","2015","53.58","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","686","Senegal","2014","58.80414","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","8","Albania","2015","48.81","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","8","Albania","2015","44.62","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","12","Algeria","2015","19.04324","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","32","Argentina","2015","40.11","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","32","Argentina","2015","43.94562","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","36","Australia","2015","78.46462","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","36","Australia","2015","90.51","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","36","Australia","2015","90.62","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","40","Austria","2015","81.21","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","48","Bahrain","2015","76.51","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","48","Bahrain","2015","72.4767","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","48","Bahrain","2015","69.57","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","686","Senegal","2014","62.32727","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","686","Senegal","2014","58.26","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","688","Serbia","2015","90.59702","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","688","Serbia","2015","92.29","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","702","Singapore","2015","98.67068","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","702","Singapore","2015","98.51","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","702","Singapore","2015","98.84","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","GRAD23","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","703","Slovakia","2015","72.44","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","703","Slovakia","2015","87.15","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","703","Slovakia","2015","89.44","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","704","Viet Nam","2015","79.21","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","705","Slovenia","2015","83.91","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","56","Belgium","2015","78.78","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","56","Belgium","2015","81.06","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","72","Botswana","2015","42.32","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","76","Brazil","2015","29.65552","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","76","Brazil","2015","26.16","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","100","Bulgaria","2015","56.62","","Programme for International Student Assessment (OECD)","","C","PERCENT","LOWSEC","G","MALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","100","Bulgaria","2015","91.90907","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","BOTHSEX"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","100","Bulgaria","2015","92.49","","Trends in International Mathematics and Science Study (IEA)","","C","PERCENT","PRIMAR","G","FEMALE"
"4","4.1","4.1.1","SE_MAT_PROF","Minimum proficiency in mathematics, by education level and sex (%)","108","Burundi","2014","86.70919","","Programme d'analyse des systèmes éducatifs de la Confemen","","C","PERCENT","PRIMAR","G","BOTHSEX"
