Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Location],[Reporting Type]
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","30","Eastern Asia","2015","1.31949","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","31","Azerbaijan","2015","0.34793","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","31","Azerbaijan","2015","0.15789","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","32","Argentina","2015","1.47267","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","32","Argentina","2015","1.35119","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","39","Southern Europe","2015","0.0075","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","39","Southern Europe","2015","0.02296","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","39","Southern Europe","2015","0.05921","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","18","Southern Africa","2015","12.69352","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","28","Antigua and Barbuda","2015","0.26413","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","29","Caribbean","2015","2.3294","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","29","Caribbean","2015","5.74479","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","29","Caribbean","2015","13.83259","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","34","Southern Asia","2015","5.09135","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","34","Southern Asia","2015","30.61675","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","34","Southern Asia","2015","44.22921","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","35","South-Eastern Asia","2015","12.91347","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","35","South-Eastern Asia","2015","8.26585","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","35","South-Eastern Asia","2015","3.16242","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","50","Bangladesh","2015","0.10659","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","50","Bangladesh","2015","0.16218","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","57","Micronesia","2015","3.20057","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","57","Micronesia","2015","14.70949","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","57","Micronesia","2015","37.59501","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","72","Botswana","2015","36.49496","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","72","Botswana","2015","2.30812","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","72","Botswana","2015","16.85667","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","90","Solomon Islands","2015","8.99081","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","90","Solomon Islands","2015","41.05409","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","90","Solomon Islands","2015","50.2717","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","52","Barbados","2015","0.82955","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","54","Melanesia","2015","2.74954","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","54","Melanesia","2015","12.77132","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","54","Melanesia","2015","15.16365","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","61","Polynesia","2015","0.14945","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","61","Polynesia","2015","0.15544","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","61","Polynesia","2015","0.15985","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","62","Central and Southern Asia","2015","42.79122","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","62","Central and Southern Asia","2015","4.8809","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","62","Central and Southern Asia","2015","29.527","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","68","Bolivia (Plurinational State of)","2015","2.57006","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","68","Bolivia (Plurinational State of)","2015","14.49043","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","68","Bolivia (Plurinational State of)","2015","40.42693","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","76","Brazil","2015","0.47731","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","76","Brazil","2015","1.9827","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","76","Brazil","2015","10.99495","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","84","Belize","2015","0.8111","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","84","Belize","2015","1.22832","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","84","Belize","2015","1.55578","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","96","Brunei Darussalam","2015","3.1","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","96","Brunei Darussalam","2015","2.59844","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","96","Brunei Darussalam","2015","0.9","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","104","Myanmar","2015","6.85814","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","104","Myanmar","2015","0.44957","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","104","Myanmar","2015","4.67295","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","120","Cameroon","2015","1.29102","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","120","Cameroon","2015","7.08085","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","120","Cameroon","2015","13.98273","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","135","Caucasus and Central Asia","2015","0.03015","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","135","Caucasus and Central Asia","2015","0.0535","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","143","Central Asia","2015","0.01478","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","143","Central Asia","2015","0.02489","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","144","Sri Lanka","2015","1.5","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","144","Sri Lanka","2015","2.64818","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","144","Sri Lanka","2015","2.90633","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","145","Western Asia","2015","0.081","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","145","Western Asia","2015","2.26247","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","145","Western Asia","2015","7.38288","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","151","Eastern Europe","2015","0.00196","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","151","Eastern Europe","2015","0.00642","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","152","Chile","2015","0.11179","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","152","Chile","2015","1.06772","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","170","Colombia","2015","13.54566","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","170","Colombia","2015","0.97788","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","108","Burundi","2015","1.03888","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","108","Burundi","2015","3.13549","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","108","Burundi","2015","3.42293","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","116","Cambodia","2015","2.50569","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","URBAN","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","116","Cambodia","2015","40.5692","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","ALLAREA","G"
"6","6.2","6.2.1","SH_SAN_DEFECT","Proportion of population practicing open defecation, by urban/rural (%)","116","Cambodia","2015","50.519","2015","WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2017)","","E","PERCENT","RURAL","G"
